,required,required,optional,required,required,required,required,optional,required,repeated,repeated,required,repeated,required,repeated,required
,1000592,黑龙舰兵,0,0,1,4,1,53,1000592,1618,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,1000593,黑翼骑士长,0,0,1,4,1,53,1000593,1610,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,1000594,摩尼耶,0,1,1,4,1,54,1000594,1011;1610;1618,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,1000595,尼格斯,0,2,1,6,2,54,1000595,1605;1636,900101;900102;900103;900104,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,1000599,黑龙战盾,0,0,1,4,1,45,1000599,1618,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,1000600,黑龙重剑,0,1,1,4,1,45,1000600,1610,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,1000601,黑翼骑士长约伯,0,1,1,4,1,46,1000601,1011;1610;1618,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,1000602,黑龙舰兵,0,0,1,4,1,53,1000602,1618,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,1000603,黑龙战士,0,0,1,4,1,53,1000603,1610,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,1000604,摩尼耶,0,1,1,4,1,54,1000604,1011;1610;1618,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,1000605,机械石像,0,2,1,6,2,54,1000605,1607,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000606,亚兹莫,0,2,1,6,1,55,1000606,1603,1003101;1003102;1003103;1003110;1003111;1003112,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
,1000607,枭鹰,0,1,1,1,1,54,1000607,1637,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000610,,0,1,1,6,1,51,1000610,1603,900001;900002;900003;900004,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,1000611,,0,1,1,0,1,51,1000611,1602,1001401;1001402;1001403,"0,1,2;0,1,0,1",0,"0,1,0,2;0,1,0;0,2,1",0,0
,1000612,,0,1,1,4,1,51,1000612,1626,800001;800002;800003,"0,1,2;0,1,0,1",0,"0,1,0,1;0,2,1;0,1,0",0,0
,1000613,,0,1,1,2,1,52,1000613,1634,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
,1000614,,0,1,1,4,1,52,1000614,1622,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000615,,0,1,1,4,1,53,1000615,1633,1002101;1002102;1002103,"0,1,0,2;1,0,1",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000616,,0,1,1,6,1,53,1000616,1627,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
,1000617,,0,1,1,6,1,54,1000617,1610,1003301;1003302;1003303,"0,1,2;0,1,2",0,"0,1,1;1,0,1,2",0,0
,1000618,,0,1,1,1,1,54,1000618,1618,1001201;1001202;1001203,"0,1,2;0,2,1,0",0,"0,1,0;1,2,1,0;0,0,1",0,0
,1000619,,0,1,1,6,1,54,1000619,1626,1001201;1001202;1001203,"0,1,0;0,2,1,0",0,"0,1,0;1,2,1,0;0,0,1",0,0
,1000620,,0,1,1,5,1,55,1000620,1619;1618,10501;10502;10503;10504;10505;10506;10507,"0,5,3,2,4",0,"0,5,3,2,4,6;0,5,3,2,4",0,0
,1000621,,0,1,1,2,1,55,1000621,1612,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000622,,0,1,1,6,1,55,1000622,1620,1005401;1005402;1005403,"0,1,2",0,"0,1,2",0,0
,1000623,,0,1,1,4,1,56,1000623,1633,1002101;1002102;1002103,"0,1,0,2;1,0,1",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000624,,0,1,1,5,1,56,1000624,1619,1002001;1002002;1002003,"1,0,1;0,1,0,2",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000625,,0,1,1,6,1,56,1000625,,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
,1000626,,0,1,1,6,1,57,1000626,1624,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000627,,0,1,1,6,1,57,1000627,,5201001;5201002;5201003,"0,1,0;0,1,2",0,"0,1,2;0,0,1",0,0
,1000628,,0,1,1,4,1,58,1000628,1601,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000629,,0,1,1,6,1,58,1000629,1605,900101;900102;900103;900104,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,1000630,,0,1,1,6,1,58,1000630,1621,1003701;1003702;1003703;1003704,"0,1,2,3;1,0,2,1",0,"3,1,2;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
,1000631,,0,1,1,6,1,59,1000631,1631,1003501;1003502;1003503;1003504,"0,1,2,3;1,0,2,1",0,"3,1,2;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
,1000632,,0,1,1,1,1,59,1000632,,1002601;1002602;1002603,"0,1,0,2;0,2",0,"1,0,1;0,1,0,2;0,1,1;1,0,1,2",0,0
,1000633,,0,1,1,0,1,59,1000633,1602,1001401;1001402;1001403,"0,1,2;0,1,0,1",0,"0,1,0,2;0,1,0;0,2,1",0,0
,1000634,,0,1,1,0,1,60,1000634,1622,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000635,,0,1,1,4,1,60,1000635,1609,5200801;5200802;5200803,"1,0,2",0,"1,0,0;1,0,2",0,0
,1000636,,0,1,1,5,1,61,1000636,1637;1631,10401;10402;10403;10404;10405;10406;10407,"0,2,4,5,6;1,2,3,5",0,"0,2,4,5,6;1,2,3,5",0,0
,1000637,,0,1,1,4,1,61,1000637,1031,1002201;1002202;1002203,"0,1,0;0,1,2",0,"0,1,0;0,1,2;1,0,1;1,0,1;1,0,2",0,0
,1000638,,0,1,1,4,1,61,1000638,1041,1003201;1003202,"0,0,1",0,"0,0,1;0,0,1",0,0
,1000639,,0,1,1,6,1,61,1000639,,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
,1000640,,0,1,1,0,1,62,1000640,1601,1005201;1005202;1005203,"0,1,2",0,"0,1,0,1;2,0,1;0,1,0,1;0,1,2",0,0
,1000641,,0,1,1,5,1,62,1000641,1602,1000501;1000502,"0,1,1",0,"0,1;0,1,1",0,0
,1000642,,0,1,1,4,1,63,1000642,1635,1002101;1002102;1002103,"0,1,0,2;1,0,1",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000643,,0,1,1,2,1,63,1000643,1611,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
,1000644,,0,1,1,6,1,64,1000644,1610,1003301;1003302;1003303,"0,1,2;0,1,2",0,"0,1,1;1,0,1,2",0,0
,1000645,,0,1,1,4,1,64,1000645,1605;1021,5200301;5200302,"0,0,1;0,0,1,1",0,"0,0;1,0,0,1;0,0,1,1",0,0
,1000646,,0,1,1,2,1,65,1000646,1611,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
,1000647,,0,1,1,2,1,65,1000647,1612,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000648,,0,1,1,3,1,66,1000648,,5200801;5200802;5200803,"0,0,2",0,"1,0,0",0,0
,1000649,,0,1,1,3,1,66,1000649,1608,5200301;5200302,"0,0,0",0,"1,0,0",0,0
,1000650,,0,1,1,4,1,67,1000650,1639;1011,30101;30102;30103;30104;30105;30106;30107,"0,2,3,5",0,"1,2,4,6;0,2,3,5",0,0
,1000651,,0,1,1,2,1,67,1000651,1612,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000652,,0,1,1,6,1,67,1000652,,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
,1000653,,0,1,1,4,1,68,1000653,1614,5201101;5201102;5201103,"0,1,0;0,0,2",0,"0,0,1;0,0,2;0,0;0,0,0;0,1,2,2;0,1,0",0,0
,1000654,,0,1,1,6,1,68,1000654,1621,1003701;1003702;1003703;1003704,"0,1,2,3;1,0,2,1",0,"3,1,2;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
,1000655,,0,1,1,0,1,68,1000655,1602,1001401;1001402;1001403,"0,1,2;0,1,0,1",0,"0,1,0,2;0,1,0;0,2,1",0,0
,1000656,,0,1,1,3,1,69,1000656,1632,1001301;1001302;1001303,"0,1,0,2;1,0,1",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000657,,0,1,1,6,1,69,1000657,,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
,1000658,,0,1,1,6,1,70,1000658,1603,900001;900002;900003;900004,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,1000659,,0,1,1,6,1,70,1000659,1604,5201001;5201002;5201003,"0,1,0;0,1,2",0,"0,1,2;0,0,1",0,0
,1000660,,0,1,1,5,1,70,1000660,1021,1004701;1004702,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0;0,1,0;1,0,1",0,0
,1000661,,0,1,1,6,1,71,1000661,1616,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000662,,0,1,1,6,1,71,1000662,1617,1003501;1003502;1003503;1003504,"0,1,2,3;1,0,2,1",0,"3,1,2;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
,1000663,,0,1,1,4,1,71,1000663,1041,1003201;1003202,"0,0,1",0,"0,0,1;0,0,1",0,0
,1000664,,0,1,1,1,1,72,1000664,1618,1001201;1001202;1001203,"0,1,2;0,2,1,0",0,"0,1,0;1,2,1,0;0,0,1",0,0
,1000665,,0,1,1,1,1,72,1000665,1605,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000666,,0,1,1,5,1,72,1000666,1619,1002001;1002002;1002003,"1,0,1;0,1,0,2",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000667,,0,1,1,4,1,73,1000667,1640;1021;1622,20101;20102;20103;20104;20105;20106;20107,"0,2,3,5,6",0,"1,2,4,5;0,2,3,6",0,0
,1000668,,0,1,1,6,1,73,1000668,,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
,1000669,,0,1,1,6,1,73,1000669,1627,1003301;1003302;1003303,"0,1,2;0,1,2",0,"0,1,1;1,0,1,2",0,0
,1000670,,0,1,1,1,1,73,1000670,1606,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,1000671,,0,1,1,6,1,74,1000671,1624,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000672,,0,1,1,6,1,74,1000672,1626,1001201;1001202;1001203,"0,1,2;0,2,1,0",0,"0,1,0;1,2,1,0;0,0,1",0,0
,1000673,,0,1,1,4,1,74,1000673,1011,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000674,,0,1,1,4,1,75,1000674,1635,1002101;1002102;1002103,"0,1,0,2;1,0,1",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000675,,0,1,1,6,1,75,1000675,1603,900001;900002;900003;900004,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,1000676,,0,1,1,4,1,75,1000676,1031,1002201;1002202;1002203,"0,1,0;0,1,2",0,"0,1,0;0,1,2;1,0,1;1,0,1;1,0,2",0,0
,1000677,,0,1,1,3,1,76,1000677,1619,1001301;1001302;1001303,"0,1,0,2;1,0,1",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000678,,0,1,1,6,1,76,1000678,1604,5201001;5201002;5201003,"0,1,0;0,1,2",0,"0,1,2;0,0,1",0,0
,1000679,,0,1,1,1,1,76,1000679,1606,1001501;1001502;1001503,"0,2,1;0,1,0",0,"0,1,2;1,0,1",0,0
,1000680,,0,1,1,4,1,77,1000680,1625,1002201;1002202;1002203,"0,1,0;0,1,2",0,"0,1,0;0,1,2;1,0,1;1,0,1;1,0,2",0,0
,1000681,,0,1,1,2,1,77,1000681,1611,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
,1000682,,0,1,1,1,1,78,1000682,1606,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,1000683,,0,1,1,6,1,78,1000683,1621,1003701;1003702;1003703;1003704,"0,1,2,3;1,0,2,1",0,"3,1,2;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
,1000684,,0,1,1,6,1,79,1000684,1622;1636,10601;10602;10603;10604;10605;10606;10607,"0,2,4,5,6;1,3,4,5,5,5,5;0,2,4,5,5,6",0,"1,3,4,5,5,5,5;0,2,4,5,5,6",0,0
,1000685,,0,1,1,6,1,79,1000685,1624,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000686,,0,1,1,1,1,79,1000686,1622;1627,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000687,,0,1,1,4,1,80,1000687,1601,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000688,,0,1,1,1,1,80,1000688,1622;1618,1001201;1001202;1001203,"0,1,2;0,2,1,0",0,"0,1,0;1,2,1,0;0,0,1",0,0
,1000689,,0,1,1,6,1,81,1000689,1631,1003501;1003502;1003503;1003504,"0,1,2,3;1,0,2,1",0,"3,1,2;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
,1000690,,0,1,1,6,1,81,1000690,1622;1610,1003301;1003302;1003303,"0,1,2;0,1,2",0,"0,1,1;1,0,1,2",0,0
,1000691,,0,1,1,4,1,82,1000691,1011,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000692,,0,1,1,5,1,82,1000692,1622;1602,1000501;1000502,"0,1,1",0,"0,1;0,1,1",0,0
,1000693,,0,1,1,1,1,83,1000693,,1001501;1001502;1001503,"0,2,1;0,1,0",0,"0,1,2;1,0,1",0,0
,1000694,,0,1,1,3,1,83,1000694,1622;1608,5200801;5200802;5200803,"0,0,2",0,"1,0,0;1,0,2",0,0
,1000695,,0,1,1,0,1,84,1000695,1622,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000696,,0,1,1,4,1,84,1000696,1622;1626,800001;800002;800003,"0,1,2;0,1,0,1",0,"0,1,0,1;0,2,1;0,1,0",0,0
,1000697,,0,1,1,4,1,85,1000697,1618,10101;10102;10103;10104;10105;10106;10107,"0,3,5,2,4,6",0,"1,2,4,5;0,3,5,2,4,6",0,0
,1000698,,0,1,1,4,1,85,1000698,1609,5200801;5200802;5200803,"1,0,2",0,"1,0,0;1,0,2",0,0
,1000699,,0,1,1,3,1,85,1000699,1608,5200801;5200802;5200803,"0,0,2",0,"1,0,0;1,0,2",0,0
,1000700,,0,1,1,2,1,86,1000700,1611,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
,1000701,,0,1,1,2,1,86,1000701,1612,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000702,,0,1,1,6,1,87,1000702,1603,900001;900002;900003;900004,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,1000703,,0,1,1,0,1,87,1000703,1602,1001401;1001402;1001403,"0,1,2;0,1,0,1",0,"0,1,0,2;0,1,0;0,2,1",0,0
,1000704,,0,1,1,4,1,87,1000704,1626,800001;800002;800003,"0,1,2;0,1,0,1",0,"0,1,0,1;0,2,1;0,1,0",0,0
,1000705,,0,1,1,2,1,88,1000705,1634,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
,1000706,,0,1,1,4,1,88,1000706,1622,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000707,,0,1,1,4,1,89,1000707,1633,1002101;1002102;1002103,"0,1,0,2;1,0,1",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000708,,0,1,1,6,1,89,1000708,1627,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
,1000709,,0,1,1,6,1,90,1000709,1610,1003301;1003302;1003303,"0,1,2;0,1,2",0,"0,1,1;1,0,1,2",0,0
,1000710,,0,1,1,1,1,90,1000710,1618,1001201;1001202;1001203,"0,1,2;0,2,1,0",0,"0,1,0;1,2,1,0;0,0,1",0,0
,1000711,,0,1,1,6,1,90,1000711,1626,1001201;1001202;1001203,"0,1,0;0,2,1,0",0,"0,1,0;1,2,1,0;0,0,1",0,0
,1000712,,0,1,1,4,1,91,1000712,1641;1031,30201;30202;30203;30204;30205;30206;30207,"0,5,2,2,4",0,"1,5,2,2,2,3,6;0,5,2,2,2,2,4",0,0
,1000713,,0,1,1,2,1,91,1000713,1612,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000714,,0,1,1,6,1,91,1000714,1620,1005401;1005402;1005403,"0,1,2",0,"0,1,2",0,0
,1000715,,0,1,1,4,1,92,1000715,1633,1002101;1002102;1002103,"0,1,0,2;1,0,1",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000716,,0,1,1,5,1,92,1000716,1619,1002001;1002002;1002003,"1,0,1;0,1,0,2",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000717,,0,1,1,6,1,92,1000717,,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
,1000718,,0,1,1,6,1,93,1000718,1624,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000719,,0,1,1,6,1,93,1000719,,5201001;5201002;5201003,"0,1,0;0,1,2",0,"0,1,2;0,0,1",0,0
,1000720,,0,1,1,4,1,94,1000720,1601,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000721,,0,1,1,6,1,94,1000721,1605,900101;900102;900103;900104,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,1000722,,0,1,1,6,1,94,1000722,1621,1003701;1003702;1003703;1003704,"0,1,2,3;1,0,2,1",0,"3,1,2;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
,1000723,,0,1,1,6,1,95,1000723,1631,1003501;1003502;1003503;1003504,"0,1,2,3;1,0,2,1",0,"3,1,2;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
,1000724,,0,1,1,1,1,95,1000724,,1002601;1002602;1002603,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000725,,0,1,1,0,1,95,1000725,1602,1001401;1001402;1001403,"0,1,2;0,1,0,1",0,"0,1,0,2;0,1,0;0,2,1",0,0
,1000726,,0,1,1,0,1,96,1000726,1622,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000727,,0,1,1,4,1,96,1000727,1609,5200801;5200802;5200803,"1,0,2",0,"1,0,0;1,0,2",0,0
,1000728,,0,1,1,4,1,97,1000728,1639;1011,30101;30102;30103;30104;30105;30106;30107,"0,2,3,5,6",0,"1,2,4,5;0,2,3,6",0,0
,1000729,狐狸,0,0,1,5,1,47,1000729,1021;1640,1000801;1000802,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,1000730,草原蝎子,0,0,1,1,1,47,1000730,1021;1605,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,1000731,海魔,0,1,1,6,1,55,1000731,1111,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
,1000732,宝箱怪,0,1,1,6,1,55,1000732,,1000901;1000902,"0,0,1",0,"0,0,1",0,0
,1000733,J博士,0,2,1,4,1,58,1000733,1021,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
,1000734,咬人怪箱,0,0,1,6,1,30,1000734,1141,1000901;1000902,"0,0,1",0,"0,0,1",0,0
,1000735,宝箱怪,0,0,1,6,1,47,1000735,1021;1640,1000901;1000902,"0,0,1",0,"0,0,1",0,0
,1000736,贝希摩斯2号,0,0,1,6,2,49,1000736,1606,1005801;1005802,"0,0,1",0,"0,0,1",0,0
,1000737,矮巨人钢盔,0,1,1,4,1,38,1000737,1141,800001;800002;800003,"0,1,2;1,2,0,2",0,"0,1,2;1,2,0,2",0,0
,1000738,机械石像,0,0,1,6,1,0,1000738,,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000739,亚兹莫,0,2,1,6,2,70,1000739,,1003101;1003102;1003103;1003110;1003111;1003112,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
,1000740,黑龙战士,0,1,1,4,1,67,1000740,,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,1000741,黄金首领,0,1,1,4,1,70,1000741,1011,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,1000742,尼格斯,0,2,1,6,2,70,1000742,1636,900101;900102;900103;900104,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,1000743,机械石像,0,2,1,6,2,71,1000743,1624,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000744,魔蝎格尔,0,0,1,2,1,12,1000744,1011,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,1000745,希波,0,1,1,4,1,65,1000745,1601,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
,1000746,机械守卫1号,0,1,1,4,2,65,1000746,1041,1005801;1005802,"0,0,1",0,"0,0,1",0,0
,1000747,暗黑法师扎斯,0,2,1,6,2,68,1000747,1604,5201001;5201002;5201003,"2,0,1,2",0,"2,1,0,2;0,1,2",0,0
,1000748,蜗居鱼妖帕普,0,0,1,5,1,49,1000748,1021,1002001;1002002;1002003,"0,1,2",0,"0,1,0,2;0,1,2;0,2,1,2;0,1,2",0,0
利齿魔箱,1000751,利齿魔箱,0,0,1,6,1,43,1000751,,1000901;1000902,"0,0,1",0,"0,0,1",0,0
利齿魔箱,1000752,利齿魔箱,0,0,1,6,1,43,1000752,,1000901;1000902,"0,0,1",0,"0,0,1",0,0
,1000753,摩尼耶,0,1,1,4,1,60,1000753,1011,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,1000754,枭鹰妮妲,0,1,1,1,1,60,1000754,1637,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000755,黑龙守卫,0,2,1,4,1,62,1000755,1011,5200201;5200202,"0,0,1",0,"0,0,1",0,0
扬博士·生化人,1000756,扬博士·生化人,0,1,1,4,1,57,1000756,,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
魔箱兽,1000757,魔箱兽,0,1,1,6,1,57,1000757,,1000901;1000902,"0,0,1",0,"0,0,1",0,0
默希娅,1000758,默希娅,0,2,1,6,1,60,1000758,1621,1003701;1003702;1003703;1003704,"0,1,2,3;1,0,2,1,3",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
筋肉巨魔,1000759,筋肉巨魔,0,1,1,6,1,57,1000759,,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
,1000760,浮士德72,0,0,1,4,1,0,1000760,,1005801;1005802,"0,0,1",0,"0,0,1",0,0
,1000761,狼人战士,0,0,1,1,1,0,1000761,1111,1002301;1002302,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000762,巨骨熊,0,0,1,1,1,0,1000762,,1004901;1004902,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,1000763,武装狼人,0,1,1,1,1,0,1000763,1111;1151,1002601;1002602;1002603,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000764,武装熊人,0,1,1,1,1,0,1000764,1111,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,1000765,四蹄神,0,2,1,6,1,0,1000765,,1003601;1003602;1003603;1003604,"0,1,2,3",0,"0,1,2,3",0,0
,1000766,主宰的魔族亡者,0,1,1,3,1,20,1000766,,1004501;1004502,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000767,湮灭的魔族亡者,0,2,1,3,1,25,1000767,,1001301;1001302;1001303,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000768,狼人战士,0,0,1,1,1,0,1000768,1111,1002301;1002302,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000769,泪目狼人,0,0,1,1,1,0,1000769,,1004401;1004402,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000770,武装狼人,0,2,1,1,1,0,1000770,,1002601;1002602;1002603,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000771,萨米尔,0,2,1,6,1,50,1000771,1631,1003501;1003502;1003503;1003504,"0,1,2,3",0,"3,1,2;1,0,2,3;2,0,1,3",0,0
,1000772,机械石像,0,1,1,6,2,67,1000772,1607,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000773,愤怒,0,2,1,6,2,72,1000773,1603,900001;900002;900003;900004,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,1000774,黑魔法师索尼迪,0,2,1,6,2,45,1000774,1604,5201001;5201002;5201003,"2,0,1,2",0,"2,1,0,2;0,1,2",0,0
