,required,optional,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,20574,0,5,0,200305,3,3,1 2003 20295,1,,2,0,0,0,301,20295,0,201,0,0,
,20575,0,5,0,200305,4,3,1 2003 20295,1,,2,0,0,0,401,20295,0,201,0,0,
,20576,0,5,0,200305,5,3,1 2003 20295,1,,2,0,0,0,501,20295,0,201,0,0,
,20577,0,5,0,200305,1,3,1 2003 20433,1,,2,0,0,0,102,20433,0,201,0,0,
,20578,0,5,0,200305,2,3,1 2003 20433,1,,2,0,0,0,202,20433,0,201,0,0,
,20579,0,5,0,200305,3,3,1 2003 20433,1,,2,0,0,0,302,20433,0,201,0,0,
,20580,0,5,0,200305,4,3,1 2003 20433,1,,2,0,0,0,402,20433,0,201,0,0,
,20581,0,5,0,200305,5,3,1 2003 20433,1,,2,0,0,0,502,20433,0,201,0,0,
,20582,0,5,1,200305,1,3,1 2003 60231,1,,2,0,0,0,103,60231,0,204,0,0,
,20583,0,5,1,200305,2,3,1 2003 60231,1,,2,0,0,0,203,60231,0,204,0,0,
,20584,0,5,1,200305,3,3,1 2003 60231,1,,2,0,0,0,303,60231,0,204,0,0,
,20585,0,5,1,200305,4,3,1 2003 60231,1,,2,0,0,0,403,60231,0,204,0,0,
,20586,0,5,1,200305,5,3,1 2003 60231,1,,2,0,0,0,503,60231,0,204,0,0,
,20587,0,5,0,200305,1,3,2 2003 900350,1,,2,0,0,0,104,900350,0,202,0,0,
,20588,0,5,0,200305,2,3,2 2003 900350,1,,2,0,0,0,204,900350,0,202,0,0,
,20589,0,5,0,200305,3,3,2 2003 900350,1,,2,0,0,0,304,900350,0,202,0,0,
,20590,0,5,0,200305,4,3,2 2003 900350,1,,2,0,0,0,404,900350,0,202,0,0,
,20591,0,5,0,200305,5,3,2 2003 900350,1,,2,0,0,0,504,900350,0,202,0,0,
,20592,0,5,0,200305,1,3,2 2003 900351,1,,2,0,0,0,105,900351,0,202,0,0,
,20593,0,5,0,200305,2,3,2 2003 900351,1,,2,0,0,0,205,900351,0,202,0,0,
,20594,0,5,0,200305,3,3,2 2003 900351,1,,2,0,0,0,305,900351,0,202,0,0,
,20595,0,5,0,200305,4,3,2 2003 900351,1,,2,0,0,0,405,900351,0,202,0,0,
,20596,0,5,0,200305,5,3,2 2003 900351,1,,2,0,0,0,505,900351,0,202,0,0,
,20597,0,5,0,200305,1,3,1 2003 20294,1,,2,0,0,0,101,20294,0,202,0,0,
,20598,0,5,0,200305,2,3,1 2003 20294,1,,2,0,0,0,201,20294,0,202,0,0,
,20599,0,5,0,200305,3,3,1 2003 20294,1,,2,0,0,0,301,20294,0,202,0,0,
,20600,0,5,0,200305,4,3,1 2003 20294,1,,2,0,0,0,401,20294,0,202,0,0,
,20601,0,5,0,200305,5,3,1 2003 20294,1,,2,0,0,0,501,20294,0,202,0,0,
,20602,0,5,0,200305,1,3,2 2003 900353,1,,2,0,0,0,106,900353,0,203,0,0,
,20603,0,5,0,200305,2,3,2 2003 900353,1,,2,0,0,0,206,900353,0,203,0,0,
,20604,0,5,0,200305,3,3,2 2003 900353,1,,2,0,0,0,306,900353,0,203,0,0,
,20605,0,5,0,200305,4,3,2 2003 900353,1,,2,0,0,0,406,900353,0,203,0,0,
,20606,0,5,0,200305,5,3,2 2003 900353,1,,2,0,0,0,506,900353,0,203,0,0,
,20607,0,5,0,200101,1,3,1 1000 20151,1,,2,0,0,0,101,1 1 1000 20151,0,201,0,0,
,20608,0,5,0,200101,2,3,1 1000 20151,1,,2,0,0,0,201,1 1 1000 20151,0,201,0,0,
,20609,0,5,0,200101,3,3,1 1000 20151,1,,2,0,0,0,301,1 1 1000 20151,0,201,0,0,
,20610,0,5,0,200101,4,3,1 1000 20151,1,,2,0,0,0,401,1 1 1000 20151,0,201,0,0,
,20611,0,5,0,200101,5,3,1 1000 20151,1,,2,0,0,0,501,1 1 1000 20151,0,201,0,0,
,20612,0,5,0,200102,1,3,1 1000 20146,1,,2,0,0,0,102,1 1 1000 20146,0,201,0,0,
,20613,0,5,0,200102,2,3,1 1000 20146,1,,2,0,0,0,202,1 1 1000 20146,0,201,0,0,
,20614,0,5,0,200102,3,3,1 1000 20146,1,,2,0,0,0,302,1 1 1000 20146,0,201,0,0,
,20615,0,5,0,200102,4,3,1 1000 20146,1,,2,0,0,0,402,1 1 1000 20146,0,201,0,0,
,20616,0,5,0,200102,5,3,1 1000 20146,1,,2,0,0,0,502,1 1 1000 20146,0,201,0,0,
,20617,0,5,0,200101,1,3,1 1000 20148,1,,2,0,0,0,103,1 1 1000 20148,0,201,0,0,
,20618,0,5,0,200101,2,3,1 1000 20148,1,,2,0,0,0,203,1 1 1000 20148,0,201,0,0,
,20619,0,5,0,200101,3,3,1 1000 20148,1,,2,0,0,0,303,1 1 1000 20148,0,201,0,0,
,20620,0,5,0,200101,4,3,1 1000 20148,1,,2,0,0,0,403,1 1 1000 20148,0,201,0,0,
,20621,0,5,0,200101,5,3,1 1000 20148,1,,2,0,0,0,503,1 1 1000 20148,0,201,0,0,
,20622,0,5,0,200103,1,3,1 1000 20217,1,,2,0,0,0,101,1 1 1000 20217,0,201,0,0,
,20623,0,5,0,200103,2,3,1 1000 20217,1,,2,0,0,0,201,1 1 1000 20217,0,201,0,0,
,20624,0,5,0,200103,3,3,1 1000 20217,1,,2,0,0,0,301,1 1 1000 20217,0,201,0,0,
,20625,0,5,0,200103,4,3,1 1000 20217,1,,2,0,0,0,401,1 1 1000 20217,0,201,0,0,
,20626,0,5,0,200103,5,3,1 1000 20217,1,,2,0,0,0,501,1 1 1000 20217,0,201,0,0,
,20627,0,5,1,200102,1,3,1 1000 60252,1,,2,0,0,0,101,1 1 1000 60252,0,204,0,0,
,20628,0,5,1,200102,2,3,1 1000 60252,1,,2,0,0,0,201,1 1 1000 60252,0,204,0,0,
,20629,0,5,1,200102,3,3,1 1000 60252,1,,2,0,0,0,301,1 1 1000 60252,0,204,0,0,
,20630,0,5,1,200102,4,3,1 1000 60252,1,,2,0,0,0,401,1 1 1000 60252,0,204,0,0,
,20631,0,5,1,200102,5,3,1 1000 60252,1,,2,0,0,0,501,1 1 1000 60252,0,204,0,0,
,20637,0,5,0,200102,1,3,1 1000 20466,1,,2,0,0,0,103,1 1 1000 20466,0,202,0,0,
,20638,0,5,0,200102,2,3,1 1000 20466,1,,2,0,0,0,203,1 1 1000 20466,0,202,0,0,
,20639,0,5,0,200102,3,3,1 1000 20466,1,,2,0,0,0,303,1 1 1000 20466,0,202,0,0,
,20640,0,5,0,200102,4,3,1 1000 20466,1,,2,0,0,0,403,1 1 1000 20466,0,202,0,0,
,20641,0,5,0,200102,5,3,1 1000 20466,1,,2,0,0,0,503,1 1 1000 20466,0,202,0,0,
,20642,0,5,0,200103,1,3,1 1000 20269,1,,2,0,0,0,104,1 1 1000 20269,0,202,0,0,
,20643,0,5,0,200103,2,3,1 1000 20269,1,,2,0,0,0,204,1 1 1000 20269,0,202,0,0,
,20644,0,5,0,200103,3,3,1 1000 20269,1,,2,0,0,0,304,1 1 1000 20269,0,202,0,0,
,20645,0,5,0,200103,4,3,1 1000 20269,1,,2,0,0,0,404,1 1 1000 20269,0,202,0,0,
,20646,0,5,0,200103,5,3,1 1000 20269,1,,2,0,0,0,504,1 1 1000 20269,0,202,0,0,
,20647,0,5,0,200302,1,3,"0 2003 -214.34,0.34,-31.47",1,,2,0,0,0,101,0,0,201,0,0,
,20648,0,5,0,200302,2,3,"0 2003 -214.34,0.34,-31.47",1,,2,0,0,0,201,0,0,201,0,0,
,20649,0,5,0,200302,3,3,"0 2003 -214.34,0.34,-31.47",1,,2,0,0,0,301,0,0,201,0,0,
,20650,0,5,0,200302,4,3,"0 2003 -214.34,0.34,-31.47",1,,2,0,0,0,401,0,0,201,0,0,
,20651,0,5,0,200302,5,3,"0 2003 -214.34,0.34,-31.47",1,,2,0,0,0,501,0,0,201,0,0,
,20652,0,5,0,200302,1,3,1 2003 20450,1,,2,0,0,0,103,20450,0,201,0,0,
,20653,0,5,0,200302,2,3,1 2003 20450,1,,2,0,0,0,203,20450,0,201,0,0,
,20654,0,5,0,200302,3,3,1 2003 20450,1,,2,0,0,0,303,20450,0,201,0,0,
,20655,0,5,0,200302,4,3,1 2003 20450,1,,2,0,0,0,403,20450,0,201,0,0,
,20656,0,5,0,200302,5,3,1 2003 20450,1,,2,0,0,0,503,20450,0,201,0,0,
,20657,0,5,0,200302,1,3,1 2003 20580,1,,2,0,0,0,104,20580,0,201,0,0,
,20658,0,5,0,200302,2,3,1 2003 20580,1,,2,0,0,0,204,20580,0,201,0,0,
,20659,0,5,0,200302,3,3,1 2003 20580,1,,2,0,0,0,304,20580,0,201,0,0,
,20660,0,5,0,200302,4,3,1 2003 20580,1,,2,0,0,0,404,20580,0,201,0,0,
,20661,0,5,0,200302,5,3,1 2003 20580,1,,2,0,0,0,504,20580,0,201,0,0,
,20662,0,5,0,200304,1,3,"0 2003 -149.99,-0.77,-234.67",1,,2,0,0,0,102,0,0,201,0,0,
,20663,0,5,0,200304,2,3,"0 2003 -149.99,-0.77,-234.67",1,,2,0,0,0,202,0,0,201,0,0,
,20664,0,5,0,200304,3,3,"0 2003 -149.99,-0.77,-234.67",1,,2,0,0,0,302,0,0,201,0,0,
,20665,0,5,0,200304,4,3,"0 2003 -149.99,-0.77,-234.67",1,,2,0,0,0,402,0,0,201,0,0,
,20666,0,5,0,200304,5,3,"0 2003 -149.99,-0.77,-234.67",1,,2,0,0,0,502,0,0,201,0,0,
,20667,0,5,0,200304,1,3,1 2003 60295,1,,2,0,0,0,103,60295,0,204,0,0,
,20668,0,5,0,200304,2,3,1 2003 60295,1,,2,0,0,0,203,60295,0,204,0,0,
,20669,0,5,0,200304,3,3,1 2003 60295,1,,2,0,0,0,303,60295,0,204,0,0,
,20670,0,5,0,200304,4,3,1 2003 60295,1,,2,0,0,0,403,60295,0,204,0,0,
,20671,0,5,0,200304,5,3,1 2003 60295,1,,2,0,0,0,503,60295,0,204,0,0,
,20672,0,5,0,200304,1,3,2 2003 900377,1,,2,0,0,0,104,900377,0,202,0,0,
,20673,0,5,0,200304,2,3,2 2003 900377,1,,2,0,0,0,204,900377,0,202,0,0,
,20674,0,5,0,200304,3,3,2 2003 900377,1,,2,0,0,0,304,900377,0,202,0,0,
,20675,0,5,0,200304,4,3,2 2003 900377,1,,2,0,0,0,404,900377,0,202,0,0,
,20676,0,5,0,200304,5,3,2 2003 900377,1,,2,0,0,0,504,900377,0,202,0,0,
,20677,0,5,0,200303,1,3,1 2003 20483,1,,2,0,0,0,101,20483,0,201,0,0,
,20678,0,5,0,200303,2,3,1 2003 20483,1,,2,0,0,0,201,20483,0,201,0,0,
,20679,0,5,0,200303,3,3,1 2003 20483,1,,2,0,0,0,301,20483,0,201,0,0,
,20680,0,5,0,200303,4,3,1 2003 20483,1,,2,0,0,0,401,20483,0,201,0,0,
,20681,0,5,0,200303,5,3,1 2003 20483,1,,2,0,0,0,501,20483,0,201,0,0,
,20682,0,5,0,200303,1,3,2 2003 900378,1,,2,0,0,0,103,900378,0,202,0,0,
,20683,0,5,0,200303,2,3,2 2003 900378,1,,2,0,0,0,203,900378,0,202,0,0,
,20684,0,5,0,200303,3,3,2 2003 900378,1,,2,0,0,0,303,900378,0,202,0,0,
,20685,0,5,0,200303,4,3,2 2003 900378,1,,2,0,0,0,403,900378,0,202,0,0,
,20686,0,5,0,200303,5,3,2 2003 900378,1,,2,0,0,0,503,900378,0,202,0,0,
,20687,0,5,0,200303,1,3,2 2003 900379,1,,2,0,0,0,104,900379,0,202,0,0,
,20688,0,5,0,200303,2,3,2 2003 900379,1,,2,0,0,0,204,900379,0,202,0,0,
,20689,0,5,0,200303,3,3,2 2003 900379,1,,2,0,0,0,304,900379,0,202,0,0,
,20690,0,5,0,200303,4,3,2 2003 900379,1,,2,0,0,0,404,900379,0,202,0,0,
,20691,0,5,0,200303,5,3,2 2003 900379,1,,2,0,0,0,504,900379,0,202,0,0,
,20692,0,5,0,200305,1,3,1 2003 20295,1,,2,0,0,0,102,20295,0,201,0,0,
,20693,0,5,0,200305,2,3,1 2003 20295,1,,2,0,0,0,202,20295,0,201,0,0,
,20694,0,5,0,200305,3,3,1 2003 20295,1,,2,0,0,0,302,20295,0,201,0,0,
,20695,0,5,0,200305,4,3,1 2003 20295,1,,2,0,0,0,402,20295,0,201,0,0,
,20696,0,5,0,200305,5,3,1 2003 20295,1,,2,0,0,0,502,20295,0,201,0,0,
,20697,0,5,0,200305,1,3,2 2003 900380,1,,2,0,0,0,103,900380,0,202,0,0,
,20698,0,5,0,200305,2,3,2 2003 900380,1,,2,0,0,0,203,900380,0,202,0,0,
,20699,0,5,0,200305,3,3,2 2003 900380,1,,2,0,0,0,303,900380,0,202,0,0,
,20700,0,5,0,200305,4,3,2 2003 900380,1,,2,0,0,0,403,900380,0,202,0,0,
,20701,0,5,0,200305,5,3,2 2003 900380,1,,2,0,0,0,503,900380,0,202,0,0,
,20702,0,5,0,200305,1,3,2 2003 900381,1,,2,0,0,0,104,900381,0,203,0,0,
,20703,0,5,0,200305,2,3,2 2003 900381,1,,2,0,0,0,204,900381,0,203,0,0,
,20704,0,5,0,200305,3,3,2 2003 900381,1,,2,0,0,0,304,900381,0,203,0,0,
,20705,0,5,0,200305,4,3,2 2003 900381,1,,2,0,0,0,404,900381,0,203,0,0,
,20706,0,5,0,200305,5,3,2 2003 900381,1,,2,0,0,0,504,900381,0,203,0,0,
,20707,0,5,0,200301,1,3,1 2003 20482,1,,2,0,0,0,101,20482,0,201,0,0,
,20708,0,5,0,200301,2,3,1 2003 20482,1,,2,0,0,0,201,20482,0,201,0,0,
,20709,0,5,0,200301,3,3,1 2003 20482,1,,2,0,0,0,301,20482,0,201,0,0,
,20710,0,5,0,200301,4,3,1 2003 20482,1,,2,0,0,0,401,20482,0,201,0,0,
,20711,0,5,0,200301,5,3,1 2003 20482,1,,2,0,0,0,501,20482,0,201,0,0,
,20712,0,5,1,200301,1,3,1 2003 60296,1,,2,0,0,0,102,60296,0,204,0,0,
,20713,0,5,1,200301,2,3,1 2003 60296,1,,2,0,0,0,202,60296,0,204,0,0,
,20714,0,5,1,200301,3,3,1 2003 60296,1,,2,0,0,0,302,60296,0,204,0,0,
,20715,0,5,1,200301,4,3,1 2003 60296,1,,2,0,0,0,402,60296,0,204,0,0,
,20716,0,5,1,200301,5,3,1 2003 60296,1,,2,0,0,0,502,60296,0,204,0,0,
,20717,0,5,0,200301,1,3,1 2003 20181,1,,2,0,0,0,103,20181,0,202,0,0,
,20718,0,5,0,200301,2,3,1 2003 20181,1,,2,0,0,0,203,20181,0,202,0,0,
,20719,0,5,0,200301,3,3,1 2003 20181,1,,2,0,0,0,303,20181,0,202,0,0,
,20720,0,5,0,200301,4,3,1 2003 20181,1,,2,0,0,0,403,20181,0,202,0,0,
,20721,0,5,0,200301,5,3,1 2003 20181,1,,2,0,0,0,503,20181,0,202,0,0,
,20722,0,5,0,200502,1,3,1 2006 20420 ,1,,2,0,0,0,101,20420,0,201,0,0,
,20723,0,5,0,200502,2,3,1 2006 20420 ,1,,2,0,0,0,201,20420,0,201,0,0,
,20724,0,5,0,200502,3,3,1 2006 20420 ,1,,2,0,0,0,301,20420,0,201,0,0,
,20725,0,5,0,200502,4,3,1 2006 20420 ,1,,2,0,0,0,401,20420,0,201,0,0,
,20726,0,5,0,200502,5,3,1 2006 20420 ,1,,2,0,0,0,501,20420,0,201,0,0,
,20727,0,5,0,200502,1,3,1 2004 20423 ,1,,2,0,0,0,102,20423,0,201,0,0,
,20728,0,5,0,200502,2,3,1 2004 20423 ,1,,2,0,0,0,202,20423,0,201,0,0,
,20729,0,5,0,200502,3,3,1 2004 20423 ,1,,2,0,0,0,302,20423,0,201,0,0,
,20730,0,5,0,200502,4,3,1 2004 20423 ,1,,2,0,0,0,402,20423,0,201,0,0,
,20731,0,5,0,200502,5,3,1 2004 20423 ,1,,2,0,0,0,502,20423,0,201,0,0,
,20732,0,5,0,200502,1,3,1 2004 70015,1,,2,0,0,0,103,70015,0,201,0,0,
,20733,0,5,0,200502,2,3,1 2004 70015,1,,2,0,0,0,203,70015,0,201,0,0,
,20734,0,5,0,200502,3,3,1 2004 70015,1,,2,0,0,0,303,70015,0,201,0,0,
,20735,0,5,0,200502,4,3,1 2004 70015,1,,2,0,0,0,403,70015,0,201,0,0,
,20736,0,5,0,200502,5,3,1 2004 70015,1,,2,0,0,0,503,70015,0,201,0,0,
,20737,0,5,0,200502,1,3,1 2004 20421,1,,2,0,0,0,104,20421,0,201,0,0,
,20738,0,5,0,200502,2,3,1 2004 20421,1,,2,0,0,0,204,20421,0,201,0,0,
,20739,0,5,0,200502,3,3,1 2004 20421,1,,2,0,0,0,304,20421,0,201,0,0,
,20740,0,5,0,200502,4,3,1 2004 20421,1,,2,0,0,0,404,20421,0,201,0,0,
,20741,0,5,0,200502,5,3,1 2004 20421,1,,2,0,0,0,504,20421,0,201,0,0,
,20742,0,5,0,200502,1,3,1 2004 60317,1,,2,0,0,0,105,60317,0,204,0,0,
,20743,0,5,0,200502,2,3,1 2004 60317,1,,2,0,0,0,205,60317,0,204,0,0,
,20744,0,5,0,200502,3,3,1 2004 60317,1,,2,0,0,0,305,60317,0,204,0,0,
,20745,0,5,0,200502,4,3,1 2004 60317,1,,2,0,0,0,405,60317,0,204,0,0,
,20746,0,5,0,200502,5,3,1 2004 60317,1,,2,0,0,0,505,60317,0,204,0,0,
,20747,0,5,0,200502,1,3,1 2004 60318,1,,2,0,0,0,101,60318,0,204,0,0,
,20748,0,5,0,200502,2,3,1 2004 60318,1,,2,0,0,0,201,60318,0,204,0,0,
,20749,0,5,0,200502,3,3,1 2004 60318,1,,2,0,0,0,301,60318,0,204,0,0,
,20750,0,5,0,200502,4,3,1 2004 60318,1,,2,0,0,0,401,60318,0,204,0,0,
,20751,0,5,0,200502,5,3,1 2004 60318,1,,2,0,0,0,501,60318,0,204,0,0,
,20752,0,5,0,200502,1,3,1 2004 60319,1,,2,0,0,0,102,60319,0,204,0,0,
,20753,0,5,0,200502,2,3,1 2004 60319,1,,2,0,0,0,202,60319,0,204,0,0,
,20754,0,5,0,200502,3,3,1 2004 60319,1,,2,0,0,0,302,60319,0,204,0,0,
,20755,0,5,0,200502,4,3,1 2004 60319,1,,2,0,0,0,402,60319,0,204,0,0,
,20756,0,5,0,200502,5,3,1 2004 60319,1,,2,0,0,0,502,60319,0,204,0,0,
,20757,0,5,0,200502,1,3,2 2004 900434,1,,2,0,0,0,103,900434,0,202,0,0,
,20758,0,5,0,200502,2,3,2 2004 900434,1,,2,0,0,0,203,900434,0,202,0,0,
,20759,0,5,0,200502,3,3,2 2004 900434,1,,2,0,0,0,303,900434,0,202,0,0,
,20760,0,5,0,200502,4,3,2 2004 900434,1,,2,0,0,0,403,900434,0,202,0,0,
,20761,0,5,0,200502,5,3,2 2004 900434,1,,2,0,0,0,503,900434,0,202,0,0,
,20762,0,5,0,200502,1,3,2 2004 900435,1,,2,0,0,0,104,900435,0,202,0,0,
,20763,0,5,0,200502,2,3,2 2004 900435,1,,2,0,0,0,204,900435,0,202,0,0,
,20764,0,5,0,200502,3,3,2 2004 900435,1,,2,0,0,0,304,900435,0,202,0,0,
,20765,0,5,0,200502,4,3,2 2004 900435,1,,2,0,0,0,404,900435,0,202,0,0,
,20766,0,5,0,200502,5,3,2 2004 900435,1,,2,0,0,0,504,900435,0,202,0,0,
,20767,0,5,0,200502,1,3,2 2004 900436,1,,2,0,0,0,105,900436,0,203,0,0,
,20768,0,5,0,200502,2,3,2 2004 900436,1,,2,0,0,0,205,900436,0,203,0,0,
,20769,0,5,0,200502,3,3,2 2004 900436,1,,2,0,0,0,305,900436,0,203,0,0,
,20770,0,5,0,200502,4,3,2 2004 900436,1,,2,0,0,0,405,900436,0,203,0,0,
,20771,0,5,0,200502,5,3,2 2004 900436,1,,2,0,0,0,505,900436,0,203,0,0,
,20772,0,5,0,200501,1,3,1 2005 20515,1,,2,0,0,0,101,20515,0,201,0,0,
,20773,0,5,0,200501,2,3,1 2005 20515,1,,2,0,0,0,201,20515,0,201,0,0,
,20774,0,5,0,200501,3,3,1 2005 20515,1,,2,0,0,0,301,20515,0,201,0,0,
,20775,0,5,0,200501,4,3,1 2005 20515,1,,2,0,0,0,401,20515,0,201,0,0,
,20776,0,5,0,200501,5,3,1 2005 20515,1,,2,0,0,0,501,20515,0,201,0,0,
,20777,0,5,0,200501,1,3,1 2005 20409,1,,2,0,0,0,102,20409,0,201,0,0,
,20778,0,5,0,200501,2,3,1 2005 20409,1,,2,0,0,0,202,20409,0,201,0,0,
,20779,0,5,0,200501,3,3,1 2005 20409,1,,2,0,0,0,302,20409,0,201,0,0,
,20780,0,5,0,200501,4,3,1 2005 20409,1,,2,0,0,0,402,20409,0,201,0,0,
,20781,0,5,0,200501,5,3,1 2005 20409,1,,2,0,0,0,502,20409,0,201,0,0,
,20782,0,5,0,200501,1,3,"0 2005 -9.07,8,-27.14",1,,2,0,0,0,103,0,0,201,0,0,
,20783,0,5,0,200501,2,3,"0 2005 -9.07,8,-27.14",1,,2,0,0,0,203,0,0,201,0,0,
,20784,0,5,0,200501,3,3,"0 2005 -9.07,8,-27.14",1,,2,0,0,0,303,0,0,201,0,0,
,20785,0,5,0,200501,4,3,"0 2005 -9.07,8,-27.14",1,,2,0,0,0,403,0,0,201,0,0,
,20786,0,5,0,200501,5,3,"0 2005 -9.07,8,-27.14",1,,2,0,0,0,503,0,0,201,0,0,
,20787,0,5,1,200501,1,3,1 2005 60321,1,,2,0,0,0,104,60321,0,204,0,0,
,20788,0,5,1,200501,2,3,1 2005 60321,1,,2,0,0,0,204,60321,0,204,0,0,
,20789,0,5,1,200501,3,3,1 2005 60321,1,,2,0,0,0,304,60321,0,204,0,0,
,20790,0,5,1,200501,4,3,1 2005 60321,1,,2,0,0,0,404,60321,0,204,0,0,
,20791,0,5,1,200501,5,3,1 2005 60321,1,,2,0,0,0,504,60321,0,204,0,0,
,20792,0,5,1,200501,1,3,1 2005 60322,1,,2,0,0,0,105,60322,0,204,0,0,
,20793,0,5,1,200501,2,3,1 2005 60322,1,,2,0,0,0,205,60322,0,204,0,0,
,20794,0,5,1,200501,3,3,1 2005 60322,1,,2,0,0,0,305,60322,0,204,0,0,
,20795,0,5,1,200501,4,3,1 2005 60322,1,,2,0,0,0,405,60322,0,204,0,0,
,20796,0,5,1,200501,5,3,1 2005 60322,1,,2,0,0,0,505,60322,0,204,0,0,
,20797,0,5,1,200501,1,3,1 2005 60323,1,,2,0,0,0,101,60323,0,204,0,0,
,20798,0,5,1,200501,2,3,1 2005 60323,1,,2,0,0,0,201,60323,0,204,0,0,
,20799,0,5,1,200501,3,3,1 2005 60323,1,,2,0,0,0,301,60323,0,204,0,0,
,20800,0,5,1,200501,4,3,1 2005 60323,1,,2,0,0,0,401,60323,0,204,0,0,
,20801,0,5,1,200501,5,3,1 2005 60323,1,,2,0,0,0,501,60323,0,204,0,0,
,20802,0,5,0,200501,1,3,2 2005 900442,1,,2,0,0,0,102,900442,0,202,0,0,
,20803,0,5,0,200501,2,3,2 2005 900442,1,,2,0,0,0,202,900442,0,202,0,0,
,20804,0,5,0,200501,3,3,2 2005 900442,1,,2,0,0,0,302,900442,0,202,0,0,
,20805,0,5,0,200501,4,3,2 2005 900442,1,,2,0,0,0,402,900442,0,202,0,0,
,20806,0,5,0,200501,5,3,2 2005 900442,1,,2,0,0,0,502,900442,0,202,0,0,
,20807,0,5,0,200501,1,3,2 2005 900443,1,,2,0,0,0,103,900443,0,202,0,0,
,20808,0,5,0,200501,2,3,2 2005 900443,1,,2,0,0,0,203,900443,0,202,0,0,
,20809,0,5,0,200501,3,3,2 2005 900443,1,,2,0,0,0,303,900443,0,202,0,0,
,20810,0,5,0,200501,4,3,2 2005 900443,1,,2,0,0,0,403,900443,0,202,0,0,
,20811,0,5,0,200501,5,3,2 2005 900443,1,,2,0,0,0,503,900443,0,202,0,0,
,20812,0,5,0,200501,1,3,2 2005 900444,1,,2,0,0,0,104,900444,0,202,0,0,
,20813,0,5,0,200501,2,3,2 2005 900444,1,,2,0,0,0,204,900444,0,202,0,0,
,20814,0,5,0,200501,3,3,2 2005 900444,1,,2,0,0,0,304,900444,0,202,0,0,
,20815,0,5,0,200501,4,3,2 2005 900444,1,,2,0,0,0,404,900444,0,202,0,0,
,20816,0,5,0,200501,5,3,2 2005 900444,1,,2,0,0,0,504,900444,0,202,0,0,
,20817,0,5,0,200501,1,3,2 2005 900445,1,,2,0,0,0,106,900445,0,203,0,0,
,20818,0,5,0,200501,2,3,2 2005 900445,1,,2,0,0,0,206,900445,0,203,0,0,
,20819,0,5,0,200501,3,3,2 2005 900445,1,,2,0,0,0,306,900445,0,203,0,0,
,20820,0,5,0,200501,4,3,2 2005 900445,1,,2,0,0,0,406,900445,0,203,0,0,
,20821,0,5,0,200501,5,3,2 2005 900445,1,,2,0,0,0,506,900445,0,203,0,0,
,20822,0,5,0,200503,1,3,1 2005 20436,1,,2,0,0,0,101,20436,0,201,0,0,
,20823,0,5,0,200503,2,3,1 2005 20436,1,,2,0,0,0,201,20436,0,201,0,0,
,20824,0,5,0,200503,3,3,1 2005 20436,1,,2,0,0,0,301,20436,0,201,0,0,
,20825,0,5,0,200503,4,3,1 2005 20436,1,,2,0,0,0,401,20436,0,201,0,0,
,20826,0,5,0,200503,5,3,1 2005 20436,1,,2,0,0,0,501,20436,0,201,0,0,
,20827,0,5,0,200503,1,3,"0 2005 362.52,1.57,100.94",1,,2,0,0,0,102,"362.52,1.57,100.94",0,201,0,0,
,20828,0,5,0,200503,2,3,"0 2005 362.52,1.57,100.94",1,,2,0,0,0,202,"362.52,1.57,100.94",0,201,0,0,
,20829,0,5,0,200503,3,3,"0 2005 362.52,1.57,100.94",1,,2,0,0,0,302,"362.52,1.57,100.94",0,201,0,0,
,20830,0,5,0,200503,4,3,"0 2005 362.52,1.57,100.94",1,,2,0,0,0,402,"362.52,1.57,100.94",0,201,0,0,
,20831,0,5,0,200503,5,3,"0 2005 362.52,1.57,100.94",1,,2,0,0,0,502,"362.52,1.57,100.94",0,201,0,0,
,20832,0,5,0,200503,1,3,1 2005 20589,1,,2,0,0,0,103,20589,0,201,0,0,
,20833,0,5,0,200503,2,3,1 2005 20589,1,,2,0,0,0,203,20589,0,201,0,0,
,20834,0,5,0,200503,3,3,1 2005 20589,1,,2,0,0,0,303,20589,0,201,0,0,
,20835,0,5,0,200503,4,3,1 2005 20589,1,,2,0,0,0,403,20589,0,201,0,0,
,20836,0,5,0,200503,5,3,1 2005 20589,1,,2,0,0,0,503,20589,0,201,0,0,
,20837,0,5,0,200503,1,3,1 2005 60324,1,,2,0,0,0,104,60324,0,204,0,0,
,20838,0,5,0,200503,2,3,1 2005 60324,1,,2,0,0,0,204,60324,0,204,0,0,
,20839,0,5,0,200503,3,3,1 2005 60324,1,,2,0,0,0,304,60324,0,204,0,0,
,20840,0,5,0,200503,4,3,1 2005 60324,1,,2,0,0,0,404,60324,0,204,0,0,
,20841,0,5,0,200503,5,3,1 2005 60324,1,,2,0,0,0,504,60324,0,204,0,0,
,20842,0,5,0,200503,1,3,1 2005 60325,1,,2,0,0,0,105,60325,0,204,0,0,
,20843,0,5,0,200503,2,3,1 2005 60325,1,,2,0,0,0,205,60325,0,204,0,0,
,20844,0,5,0,200503,3,3,1 2005 60325,1,,2,0,0,0,305,60325,0,204,0,0,
,20845,0,5,0,200503,4,3,1 2005 60325,1,,2,0,0,0,405,60325,0,204,0,0,
,20846,0,5,0,200503,5,3,1 2005 60325,1,,2,0,0,0,505,60325,0,204,0,0,
