,required,required,optional,optional,optional,optional,optional,optional,optional,repeated,repeated,optional,repeated,optional,repeated,optional
,1000725,,0,1,1,0,1,88,1000725,1602,1001401;1001402;1001403,"0,1,2;0,1,0,1",0,"0,1,0,2;0,1,0;0,2,1",0,0
,1000726,,0,1,1,0,1,89,1000726,1622,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000727,,0,1,1,4,1,89,1000727,1609,5200801;5200802;5200803,"1,0,2",0,"1,0,0;1,0,2",0,0
,1000728,,0,1,1,4,1,90,1000728,1639;1011,30101;30102;30103;30104;30105;30106;30107,"0,2,3,5,6",0,"1,2,4,5;0,2,3,6",0,0
,1000729,狐狸,0,0,1,5,1,45,1000729,1021;1640,1000801;1000802,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,1000730,草原蝎子,0,0,1,1,1,45,1000730,1021;1605,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,1000734,咬人怪箱,0,0,1,6,1,30,1000734,1141,1000901;1000902,"0,0,1",0,"0,0,1",0,0
,1000735,宝箱怪,0,0,1,6,1,45,1000735,1021;1640,1000901;1000902,"0,0,1",0,"0,0,1",0,0
,1000736,贝希摩斯2号,0,0,1,6,2,47,1000736,1606,1005801;1005802,"0,0,1",0,"0,0,1",0,0
,1000737,矮巨人钢盔,0,1,1,4,1,35,1000737,1141,800001;800002;800003,"0,1,2;1,2,0,2",0,"0,1,2;1,2,0,2",0,0
,1000748,蜗居鱼妖帕普,0,0,1,5,1,47,1000748,1021,1002001;1002002;1002003,"0,1,2",0,"0,1,0,2;0,1,2;0,2,1,2;0,1,2",0,0
利齿魔箱,1000751,利齿魔箱,0,0,1,6,1,40,1000751,,1000901;1000902,"0,0,1",0,"0,0,1",0,0
利齿魔箱,1000752,利齿魔箱,0,0,1,6,1,40,1000752,,1000901;1000902,"0,0,1",0,"0,0,1",0,0
,1000760,浮士德72,0,0,1,7,1,0,1000760,1021,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0;0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000761,绯红女巫,0,0,1,6,2,34,1000761,1604,1005401;1005402;1005403,"0,1,2;0,1,2",0,"1,0,1;1,0,1;0,1,2",0,0
,1000762,女巫忠仆,0,0,1,6,2,32,1000762,1621,1005801;1005802,"0,0,1",0,"0,0,1;0,1,1",0,0
,1000763,黑夜异教徒,0,0,1,3,2,32,1000763,1607,1001301;1001302;1001303,"0,1,2;1,0,1",0,"2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000764,亡魂傀儡,0,0,1,3,2,32,1000764,1618,1004001;1004002,"0,1,0;1,0,1,0;0,1",0,"1,0,1,0,1;0,1,0;1,0,1",0,0
,1000765,苍蓝领主拉弥娅,0,2,1,6,2,32,1000765,,1005701;1005702;1005703;1005704,"0,1,2;0,1,2",0,"0,0,1;0,1,2;0,1,2",0,0
,1000768,白骨孤狼,0,0,1,1,1,25,1000768,,1002601;1002602;1002603,"0,1,0;0,1,2",0,"0,1,0;0,1;0,1,2",0,0
,1000769,被捕的叛军,0,0,1,4,1,23,1000769,,1005001;1005002;1005003,"1,1,2;1,0,1,2;1,0,1,0",0,"0,2;1,0,1,0;0,1,2,2",0,0
,1000770,铁卫领主阿特斯,0,2,1,6,1,23,1000770,,5201801;5201802;5201803,"0,2;2,0,1,0",0,"0,2;2,1,1,1,0;0,0,1",0,0
,1000786,拾荒者,103,0,1,3,1,0,1000786,1101,1003801;1003802,"0,1,0,1,0;1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000787,黑龙先锋兵,101,0,1,4,1,0,1000787,,5200201;5200202,"0,0,1",0,"0,0,1",0,0
矮巨人指挥官,1000788,碎岩战锤查理,203,1,1,4,1,0,1000788,,800001;800002;800003,"0,1,2;1,2,0,2",0,"0,1,2;1,2,0,2",0,0
四蹄神,1000789,烈炎斧兽凯恩特,304,1,1,6,1,0,1000789,,1003601;1003602;1003603;1003604,"1,0,1,2;0,1,3",0,"0,1,2;1,0,3;1,0,2;1,1,3;1,0,2",0,0
部落战士,1000790,堕落强盗,103,0,1,4,1,0,1000790,1101,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000791,暗金领主维恩,205,1,1,4,2,0,1000791,,5202101;5202102;5202103,"2,0;0,1,1",0,"0,0;0,1,2;0,0;0,1;0,1,2,2",0,0
枯叶蜂蜂王,1000792,暗影毒蜂卡洛琳,203,1,1,2,1,0,1000792,1051,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
黑龙战士,1000793,黑龙统领泰瑞,205,1,1,4,1,0,1000793,,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,1000794,机械魔人杰森,301,1,1,6,1,0,1000794,,5202201;5202202;5202203;5202204,"0,1,2,3;1,0,2",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
J博士,1000795,扬博士·完美生化人,101,1,1,4,1,0,1000795,,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
蝎怪,1000796,血曜蝎魔,201,1,1,2,1,0,1000796,1061;1021,1002701;1002702;1002703,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
哈蒙,1000797,食人魔肖恩,101,1,1,1,1,0,1000797,,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
武装熊人战士,1000798,荒野之王奥拉克,101,1,1,1,1,0,1000798,,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,1000799,暗影支配者斯兰,205,1,1,4,1,0,1000799,,5201301;5201302;5201303,"1,1,2;0,0,1",0,"0,1,2;0,1,2,2;0,0,1;0,0,1",0,0
部落精英战士,1000800,蛮荒猎人卡斯亚,203,1,1,4,1,0,1000800,1101,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
寄居熊,1000801,赤血熊人,101,1,1,1,1,0,1000801,,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
锡波,1000802,辉红先驱者,101,1,1,4,1,0,1000802,,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
丧尸法师,1000803,守夜者库兹,204,1,1,3,1,0,1000803,,1001301;1001302;1001303,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
先驱者一号,1000804,强袭先驱者,101,1,1,7,1,0,1000804,1021,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
,1000812,亵职的官员,0,0,1,4,1,26,1000812,1031,1004801;1004802;1004803,"0,2;1,0,1,0;1,0,1,2",0,"0,2;1,0,1,0;1,2",0,0
,1000813,禁卫军逃兵,0,0,1,3,1,26,1000813,1041,5200101;5200102;5200103,"0,1,1;0,1,2",0,"0,1,1;0,1,2",0,0
,1000814,幽岚领主塔伦,0,2,1,6,1,26,1000814,,5201001;5201002;5201003,"0,2",0,"0,0;0,0,2;0,0;0,0,2",0,0
,1000821,复仇妖姬,0,0,1,4,1,37,1000821,1606,1002101;1002102;1002103,"0,1,2;0,1,0",0,"0,1;0,0,2;0,1;1,2,0;0,1,1",0,0
,1000822,暗夜潜行者,0,0,1,4,1,35,1000822,1621,1002201;1002202;1002203,"0,1,0;0,1,2",0,"0,1;0,1,2;1,0,1;0,1;1,0,2",0,0
,1000823,虚死惩戒者,0,0,1,6,1,35,1000823,1626,1003501;1003502;1003503;1003504,"0,1,3;1,0,1,2",0,"3,1,0;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
,1000824,鬼刃剑士,0,0,1,6,2,35,1000824,1616,1003201;1003202;1003203,"1,1,2;0,0,2",0,"0,0,1;0,0,1;0,1,2;0,0,1;0,1,2,2",0,0
,1000825,千纸领主洛伊,0,2,1,6,2,35,1000825,1610,1003701;1003702;1003703;1003704,"1,0,2;0,1,3",0,"0,1,2;3,0,2;1,0,2;1,1,3;1,1,2;1,0,2",0,0
,1000826,炎尾魔蝎,0,0,1,2,1,39,1000826,1623,1001001;1001002,"1,0,1",0,"1,0,1;1,0,1,1;1,0,1",0,0
,1000827,梦魇灰狐,0,0,1,6,1,37,1000827,1636,1005301;1005302;1005303,"0,0,1;0,0,2",0,"1,1,2;0,0,1;0,0,1",0,0
,1000828,蚀骨毒蜂,0,0,1,6,2,37,1000828,1604,1004201;1004202;1004203,"0,1,0,2;1,0,1",0,"1,0,1,0,2;0,1,1;0,1,1;1,0,1,2",0,0
,1000829,阔刃鬼武士,0,0,1,6,1,37,1000829,1620,1003401;1003402;1003403,"0,1,0,2",0,"0,1,0;0,1;0,1,1,2;0,1,0;0,1,2",0,0
,1000830,荒沼领主贝格,0,2,2,6,1,37,1000830,1611,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2;0,1;0,0,1,2;0,2",0,0
,1000831,狐狸,0,0,1,5,1,46,1000831,1021;1640,1000801;1000802,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,1000832,草原蝎子,0,0,1,2,1,47,1000832,1021;1605,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,1000833,狐狸,0,0,1,5,1,46,1000833,1021;1640,1000801;1000802,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,1000834,伊甸傀从,0,0,1,6,2,45,1000834,1031,1005801;1005802,"0,0,1",0,"0,0,1",0,0
,1000836,堕落女佣,0,0,1,3,2,46,1000836,1627,1004001;1004002,"0,1,0;1,0,1,0;0,1",0,"1,0,1,0,1;0,1,0;1,0,1",0,0
,1000837,野性狼骑,0,0,1,1,1,46,1000837,1611,1004401;1004402;1004403,"0,1,0;0,1,2",0,"0,1,0;0,1;0,1,2",0,0
,1000838,利刺毒蝎,0,0,1,2,2,46,1000838,1618,1001001;1001002,"1,0,1",0,"1,0,1;1,0,1,1;1,0,1",0,0
,1000839,狡猾欺诈师,0,1,1,4,1,46,1000839,1621,5202301;5202302;5202303,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000840,噬盾领主霍普,0,0,1,4,1,48,1000840,,5201101;5201102;5201103,"0,1,0;0,0,2",0,"0,0;0,0,2;0,1;0,0;0,1,2,2",0,0
,1000841,疯狂博士,0,0,1,4,1,41,1000841,1631,5202301;5202302;5202303,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000842,摩尔号3型,0,0,1,5,1,39,1000842,1637,1005201;1005202;1005203,"0,1,2",0,"0,1,0;0,1,0,2;0,1,0;2,1,0;0,1,0",0,0
,1000843,丛林狂战士,0,0,1,1,1,39,1000843,1031,1001501;1001502;1001503,"0,2,1;0,1,0;2,1",0,"0,1,2;1,0,1;1,0,1",0,0
,1000844,暴食酋长,0,0,1,1,1,39,1000844,1041,1001201;1001202;1001203,"0,2;2,1,0;0,0,1",0,"0,2;2,0,1,0;0,1",0,0
,1000845,怒涛领主奥古斯,0,2,1,6,2,39,1000845,1628,900001;900002;900003;900004,"1,1,3;0,1,2",0,"0,1,2;0,1,3;0,2,2",0,0
,1000846,鹿角使徒,0,1,1,1,1,45,1000846,1641,1002401;1002402;1002403,"0,1,0;0,1,0,2",0,"0,1,0;0,1;0,1,1,2;0,1,0;0,1,2",0,0
,1000847,鬼泣撕裂者,0,1,1,6,2,45,1000847,1640,1003301;1003302;1003303,"0,1,2;0,0,1",0,"0,0,2;0,0,1;0,1",0,0
,1000848,海盗团团长,0,0,1,4,1,45,1000848,1616,1005001;1005002;1005003,"1,1,2;1,0,1,2;1,0,1,0",0,"0,2;1,0,1,0;0,1,2,2",0,0
,1000849,霜晶锐爪,0,0,1,1,1,45,1000849,1617,1004901;1004902;1004903,"0,1,1;0,1,2;2,1",0,"0,0,1;0,1,1;0,1,2",0,0
,1000850,剑豪领主拉希德,0,0,1,4,1,47,1000850,,10301;10302;10303;10304;10305;10306;10307,"0,2,3,4,6",0,"0,2,4;1,3,6",0,0
,1000851,獠牙猎狼,0,1,1,1,1,51,1000851,1637,1002601;1002602;1002603,"0,1,0;0,1,2",0,"0,1,0;0,1;0,1,2",0,0
,1000852,流亡的魔咒师,0,1,1,4,1,51,1000852,1606,5202301;5202302;5202303,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000853,鲁莽锤击者,0,0,1,4,1,51,1000853,1604,1005001;1005002;1005003,"1,1,2;1,0,1,2;1,0,1,0",0,"0,2;1,0,1,0;0,1,2,2",0,0
,1000854,诅咒祭奠师,0,1,1,4,1,51,1000854,1620,5202401;5202402;5202403,"1,0;0,1,0,2",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000855,铸魂领主米尔顿,0,2,1,6,2,53,1000855,,5202201;5202202;5202203;5202204,"0,1,2,3;1,0,2",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000856,盾锤争斗者,0,0,1,4,1,50,1000856,1631,1005001;1005002;1005003,"1,1,2;1,0,1,2;1,0,1,0",0,"0,2;1,0,1,0;0,1,2,2",0,0
,1000857,余烬女巫,0,0,1,6,2,50,1000857,1618,1005401;1005402;1005403,"0,1,2;0,1,2",0,"1,0,1;1,0,1;0,1,2",0,0
,1000858,寂夜屠夫,0,0,1,4,1,50,1000858,1605,1004801;1004802;1004803,"0,2;1,0,1,0;1,0,1,2",0,"0,2;1,0,1,0;1,2",0,0
,1000859,闪灵怪盗,0,1,1,4,1,50,1000859,1626,5202101;5202102;5202103,"2,0;0,1,1",0,"0,0;0,1,2;0,0;0,0;0,1,2,2",0,0
,1000860,鬼纹领主杰西法,0,0,1,6,2,52,1000860,,10601;10602;10603;10604;10605;10606;10607,"0,2,3,4,6",0,"0,2,4;1,3,6",0,0
,1000861,决绝夜行者,0,0,1,5,1,48,1000861,1623,1000701;1000702;1000703,"1,0,1;0,2,1",0,"1,0,1,0,1;0,1,0;0,1,2;1,0,1;2,0,1;1,0,1",0,0
,1000862,诡诈沙狐,0,0,1,5,1,48,1000862,1636,1004101;1004102;1004103,"0,0,1;0,0,2",0,"1,1,2;0,0,1;0,0,1",0,0
,1000863,蛮吼突袭者,0,0,1,1,1,48,1000863,1620,1004401;1004402;1004403,"0,1,0;0,1,2",0,"0,1,0;0,1;0,1,2",0,0
,1000864,丛林神射手,0,0,1,5,1,48,1000864,1626,1005101;1005102;1005103,"0,1,2;1,0,1,2",0,"0,2;1,0,1,0,1;0,1,2;1,0,1",0,0
,1000865,魅影领主苏姬,0,1,1,4,1,50,1000865,,1002201;1002202;1002203,"0,1,0;0,1,2",0,"0,1;0,1,2;1,0,1;0,1;1,0,2",0,0
,1000866,怒火战魔,0,1,1,4,1,52,1000866,1631,5202001;5202002,"0,0,1,1;0,0",0,"1,0,0,1;0,0,1,1;0,0",0,0
,1000867,沙漠战魂,0,1,1,3,1,52,1000867,1011,5200801;5200802;5200803,"0,1;0,0,2;0,0",0,"0,1;0,0,2;0,0;1,2,2;0,0",0,0
,1000868,邪灵指挥官,0,0,1,4,1,52,1000868,1611,1004801;1004802;1004803,"0,2;1,0,1,0;1,0,1,2",0,"0,2;1,0,1,0;1,2",0,0
,1000869,黯言囚灵,0,0,1,3,1,52,1000869,1031,5200101;5200102;5200103,"0,1,1;0,1,2",0,"0,1,1;0,1,2",0,0
,1000870,刺血领主爱丝,0,0,1,4,1,54,1000870,,1002101;1002102;1002103,"0,1,2;0,1,0",0,"0,1;0,0,2;0,1;1,2,0;0,1,1",0,0
,1000871,白骨战狼,0,0,1,1,1,43,1000871,1622,1002301;1002302;1002303,"0,1,0;0,1,2",0,"0,1,0;0,1;0,1,2",0,0
,1000872,毒雾潜行者,0,0,1,5,1,43,1000872,1021,1000801;1000802;1000803,"0,0,1;0,0,2",0,"1,1,2;0,0,1;0,0,1",0,0
,1000873,卑劣的围猎者,0,1,1,1,1,43,1000873,1637,1001201;1001202;1001203,"0,2;2,1,0;0,0,1",0,"0,2;2,0,1,0;0,1",0,0
,1000874,远古巨兽,0,1,1,5,1,43,1000874,1604,1001401;1001402;1001403,"0,1,2",0,"0,1,0;0,1,0,2;0,1,0;2,1,0;0,1,0",0,0
,1000875,刀锋领主希德,0,2,2,6,1,45,1000875,,900401;900402;900403;900404,"0,1,3;1,0,1,2",0,"0,2,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000876,阴鸷哥布林,0,0,1,5,1,53,1000876,1616,1000701;1000702;1000703,"1,0,1;0,2,1",0,"1,0,1,0,1;0,1,0;0,1,2;1,0,1;2,0,1;1,0,1",0,0
,1000877,荒漠赤狐,0,0,1,5,1,53,1000877,1617,1004101;1004102;1004103,"0,0,1;0,0,2",0,"1,1,2;0,0,1;0,0,1",0,0
,1000878,啸月狼王,0,0,1,1,1,53,1000878,1639,1004401;1004402;1004403,"0,1,0;0,1,2",0,"0,1,0;0,1;0,1,2",0,0
,1000879,风暴御剑者,0,0,1,5,1,53,1000879,1610,5201601;5201602;5201603,"0,1,2;1,0,1,2",0,"0,2;1,0,1,0,1;0,1,2;1,0,1",0,0
,1000880,邪冥领主昆顿,0,2,1,6,2,55,1000880,,1003101;1003102;1003103;1003110;1003111;1003112,"0,1,1;0,0,2",0,"0,1,1;0,0,1,2;0,1,0,1;0,1,2",0,0
丧尸法师,1000909,贪婪,0,2,1,6,1,80,1000909,3010,1003101;1003102;1003103;1003110;1003111;1003112,"0,0",0,"0,0",0,0
鹿角兽队长,1000910,黑色荆棘,0,2,1,4,1,90,1000910,3010,1002101;1002102;1002103,"0,0",0,"0,0",0,0
寄居熊,1000911,绝世舞姬,0,2,1,4,1,90,1000911,3010,1002201;1002202;1002203,"0,0",0,"0,0",0,0
沙漠巨人,1000912,萨米尔,0,2,1,6,1,90,1000912,3010,1003501;1003502;1003503;1003504,"0,0",0,"0,0",0,0
,1000922,主宰的魔族亡者,102,0,1,3,1,0,1000922,,5200101;5200102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000923,湮灭的魔族亡者,101,0,1,3,1,0,1000923,,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,1000924,觉醒的魔族亡者,205,1,1,3,1,0,1000924,,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,1000925,破败的魔族亡者,205,1,1,3,1,0,1000925,,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,1000926,堕落的冒险者,104,0,1,3,1,0,1000926,,1004001;1004002,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000927,鹿角兽巡逻兵,201,0,1,1,1,0,1000927,,1003401;1003402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000928,鹿角兽巡逻兵,201,0,1,1,1,0,1000928,,1003401;1003402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000929,鹿角兽指挥官,201,1,1,1,1,1,1000929,,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000930,鹿角兽指挥官,201,1,1,1,1,1,1000930,,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000931,瘟疫感染者,103,0,1,3,1,0,1000931,,1003801;1003802,"0,1,0,1,0;1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000932,盗匪头领,203,0,1,4,1,0,1000932,1101,1004801;1004802,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000933,荒漠盗匪,203,1,1,4,1,0,1000933,1101,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
狂魔兽,1000934,狂魔兽,102,0,1,5,1,0,1000934,,1000801;1000802,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
蓝鳞鱼妖,1000935,蓝鳞鱼妖,102,0,1,5,1,0,1000935,1021,1002801;1002802,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0;0,1,0;1,0,1",0,0
深蓝海怪,1000936,深蓝海怪,101,1,1,6,1,0,1000936,1111,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
,1000937,哥布林刺客,102,0,1,5,1,0,1000937,,1000501;1000502,"0,1,1",0,"0,1;0,1,1",0,0
,1000938,哥布林战士,102,0,1,5,1,0,1000938,,1000701;1000702,"0,0,1",0,"0,0,1",0,0
,1000939,哥布林哨兵,102,1,1,5,1,0,1000939,,1000701;1000702,"0,0,1",0,"0,0,1",0,0
,1000940,狂化哥布林,101,0,1,5,1,0,1000940,,500701;500702;500703,"0,2,1;1,0,1",0,"0,1,0;0,1,2;1,0,1,0,1;1,0,1;2,0,1;1,0,1",0,0
,1000945,红爪毒蝎,101,0,1,2,1,0,1000945,,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,1000946,鬼眼蜂,203,1,1,2,1,0,1000946,1051,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000947,红爪毒蝎,101,0,1,2,1,0,1000947,,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,1000949,红爪毒蝎,101,0,1,2,1,0,1000949,,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,1000950,红爪毒蝎,101,0,1,2,1,0,1000950,,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,1000951,红爪毒蝎,101,0,1,2,1,0,1000951,,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,1000952,红爪毒蝎,101,0,1,2,1,0,1000952,,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,1000953,密森蜂王,203,0,1,2,1,0,1000953,1051,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000954,严谨的黑铠战卫,101,0,1,3,1,1,1000954,,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,1000955,执着的黑铠战卫,205,0,1,3,1,1,1000955,,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,1000956,左相府禁卫,0,1,1,4,1,25,1000956,,5202101;5202102;5202103,"2,0;0,1,1",0,"0,0;0,1,2;0,0;0,1;0,1,2,2",0,0
,1000957,扭曲不死者,0,0,1,3,1,36,1000957,,1004501;1004502,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000959,魔瞳黑女巫,0,0,1,6,2,49,1000959,1622,1005401;1005402;1005403,"0,1,2;0,1,2",0,"1,0,1;1,0,1;0,1,2",0,0
,1000960,黑女巫傀儡,0,0,1,6,2,49,1000960,1021,1005801;1005802,"0,0,1",0,"0,0,1;0,1,1",0,0
,1000961,幽影巫师,0,1,1,3,2,49,1000961,1637,1001301;1001302;1001303,"0,1,2;1,0,1",0,"2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000962,巫师忠仆,0,0,1,3,2,49,1000962,1604,1004001;1004002,"0,1,0;1,0,1,0;0,1",0,"1,0,1,0,1;0,1,0;1,0,1",0,0
,1000963,狂龙领主柏格,0,0,1,3,1,51,1000963,,1003801;1003802;1003803,"0,2;1,0,1,0;1,0,1,2",0,"0,2;1,0,1,0;1,2",0,0
,1000964,枭鹰,0,0,1,1,1,43,1000964,1637,5201201;5201202;5201203,"0,1,0,2;1,0,1",0,"1,0,1,0,2;0,1,1;0,1,1;1,0,1,2",0,0
,1000965,鹿角兽祭司,0,0,1,1,2,41,1000965,1606,500401;500402;500403,"0,1,2;0,1,0,1",0,"0,1,2;0,1,0,1;0,1,0,2;0,1;0,1,0,1",0,0
,1000966,丧尸法师,0,0,1,3,2,41,1000966,1626,1001301;1001302;1001303,"0,1,2;1,0,1",0,"2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000967,先驱者一号,0,0,1,7,1,41,1000967,1628,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0;0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000968,蜘蛛女王,0,2,2,6,1,41,1000968,1091,900301;900302;900303;900304,"0,1,3;1,0,1,2",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000969,病毒感染者,0,0,1,3,2,47,1000969,1605,1004501;1004502,"0,1,1;1,0,1,0;0,1",0,"1,0,1,0,1;0,1,0;1,0,1",0,0
,1000970,贪污的矿长,0,0,1,4,1,47,1000970,1606,1004601;1004602;1004603,"0,1,1;0,1,2",0,"0,1,1;0,1,2",0,0
,1000971,塞尔伦2号,0,1,1,7,1,47,1000971,1031,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0;0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000972,孤锋利斧,0,0,1,4,1,47,1000972,1041,800001;800002;800003,"0,1,2;0,1,0,1",0,"0,1,2;0,1,0,1;0,1,0,2;0,1;0,1,0,1",0,0
,1000973,夜翼领主马文,0,2,1,6,2,49,1000973,,5202201;5202202;5202203;5202204,"0,1,2,3;1,0,2",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000974,涤魂圣女巫,0,0,1,6,2,54,1000974,1623,1005401;1005402;1005403,"0,1,2;0,1,2",0,"1,0,1;1,0,1;0,1,2",0,0
,1000975,女巫奴仆,0,0,1,6,2,54,1000975,1636,1005801;1005802,"0,0,1",0,"0,0,1;0,1,1",0,0
,1000976,亡啸戮魂者,0,1,1,3,2,54,1000976,1618,1001301;1001302;1001303,"0,1,2;1,0,1",0,"2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000977,鬼触异变者,0,0,1,3,2,54,1000977,1621,1004501;1004502,"0,1,1;1,0,1,0;0,1",0,"1,0,1,0,1;0,1,0;1,0,1",0,0
,1000978,怒焰领主霍齐亚,0,2,1,6,1,56,1000978,,1003601;1003602;1003603;1003604,"1,0,1,2;0,1,3",0,"0,1,2;1,0,3;1,0,2;1,1,3;1,0,2",0,0
,1000979,双刃裁决者,0,0,1,4,1,55,1000979,1637,1002101;1002102;1002103,"0,1,2;0,1,0",0,"0,1;0,0,2;0,1;1,2,0;0,1,1",0,0
,1000980,迷影妖后,0,1,1,4,1,55,1000980,1631,1002201;1002202;1002203,"0,1,0;0,1,2",0,"0,1;0,1,2;1,0,1;0,1;1,0,2",0,0
,1000981,龙狩督军,0,1,1,4,1,55,1000981,1618,1000201;1000202;1000203,"0,2;1,0,1,0;1,0,1,2",0,"0,2;1,0,1,0;1,2",0,0
,1000982,烈剑骑士长,0,1,1,4,1,55,1000982,1621,1003201;1003202;1003203,"1,1,2;0,0,2",0,"0,0,1;0,0,1;0,1,2;0,0,1;0,1,2,2",0,0
,1000983,狮蛮领主艾凡,0,1,1,1,1,57,1000983,,11101;11102;11103;11104;11105;11106;11107,"0,2,3,4,6",0,"0,2,4;1,3,6",0,0
,1000984,盗贼团射手,101,0,1,4,1,0,1000984,,1000301;1000302,"0,0,1",0,"0,0,1",0,0
,1000985,盗贼团射手,101,0,1,4,1,0,1000985,,1000301;1000302,"0,0,1",0,"0,0,1",0,0
